,SPILL_ID,START_DATE,LAT,LON,COUNTY,SPILL_CAUSE,SPILL CAUSE EXPLAIN,SSO Storm Associated,4-Day Rain,SPILL TYPE,SPILL VOL,SPILL VOL REACH LAND,SPILL VOL RECOVER,SPILL VOL REACH SURF,DIAMETER OF SEWER,MATERIAL SEWER_PIPE,AGE,sm_surface,sm_rootzone,sm_profile,soil_water_infiltration_flux,vegetation_greenness_fraction,surface_temp,surface_pressure
820,820359,2015-12-22 12:30:00,37.791470000000004,-122.14957,Alameda,Root Intrusion,8  vcp main sewer plugged due to root intrusion.  Staff rodded and restored flow to main sewer.,No,42.1471,Category 2,3000,3000,0,0,8,vcp, ,0.288428336,0.227713227,0.228797585,0.00011313,0.955058813,286.71374510000004,99590.90625
1014,820363,2015-12-23 00:00:00,36.587790000000005,-121.87557,Monterey,Debris-Rags,Roots and rags in main,No,28.8123,Category 1,1000,0,100,1000, , , ,0.304084092,0.304935187,0.291846752,1.52e-05,0.955319226,285.012207,99817.97656
173,820377,2015-12-21 16:20:00,37.904047,-122.55129099999999,Marin,Other (specify below),"Wet weather, roots",Yes,41.854,Category 3,80,80,80,0,6,clay, ,0.28142154199999997,0.266930014,0.254128337,0.000266314,0.9621103999999999,286.0120239,100973.1719
680,820381,2015-12-22 06:00:00,37.473889,-122.26416699999999,San Mateo,Root Intrusion, ,No,35.91,Category 1,12750,642,642,12108, , , ,0.33990228200000006,0.290931284,0.273071766,0.0005242819999999999,0.9577361940000001,286.6042175,99842.44531
1990,820385,2015-12-23 12:45:00,33.746339,-116.936889,Riverside,Debris-Rags, ,No,14.959000000000001,Category 3,250,250,0,0, , , ,0.199153125,0.151263908,0.142772391,0.00016754900000000002,0.9467905759999999,282.3730774,90829.1875
416,820388,2015-12-23 12:45:00,37.94493,-122.36208,Contra Costa,Debris-General,Damaged line and grease,No,40.8197,Category 1,5639,5139,5139,500, , , ,0.318232715,0.321246803,0.321422279,4.93e-09,0.9585093259999999,279.5888977,100517.1875
371,820389,2015-12-25 11:26:00,37.92601,-122.39093999999999,Contra Costa,Root Intrusion, ,No,26.2752,Category 3,5,5,2,0, , , ,0.31807577600000003,0.321085811,0.322609574,3.88e-06,0.958814561,276.7164307,100959.2891
583,820392,2015-12-21 12:30:00,37.93015,-122.30918999999999,Contra Costa,Debris-General,Sticks and Wipes,Yes,26.0999,Category 3,165,165,0,0,6,VCP, ,0.326973677,0.30420395699999997,0.302052587,0.000243902,0.9582000970000001,284.7207642,100930.9219
1481,820396,2015-12-23 14:24:00,37.990794,-121.28983899999999,San Joaquin,Debris from Lateral, ,No,13.492,Category 3,7,0,7,0, , , ,0.282710254,0.308185279,0.309703529,3.13e-10,0.946302295,278.922821,101173.1875
55,820427,2015-12-27 09:45:00,39.443459999999995,-123.79661000000002,Mendocino,Debris from Lateral, ,No,23.0409,Category 3,4,4,2,0,4,clay,60,0.37437617799999995,0.40438547700000005,0.39251855,1.33e-14,0.979143441,277.3206482,100557.4141
53,820429,2015-12-18 11:30:00,39.44556,-123.80382,Mendocino,Debris-General, ,No,28.6704,Category 3,3,3,3,0,6,clay,60,0.419573277,0.398008585,0.40469914700000004,0.000159562,0.9805592890000001,284.0717163,100288.3438
56,820433,2015-12-24 14:00:00,39.44143,-123.79391000000001,Mendocino,Root Intrusion, ,No,143.3076,Category 1,270,70,25,200,6,clay,60,0.398095518,0.41315805899999997,0.40108668799999997,4.47e-05,0.9797821640000001,280.6611328,99283.88281
1962,820440,2015-12-25 00:00:00,33.237107,-117.134125,San Diego,Other (specify below),Debris from earlier repair got stuck in line causing back up at lateral.,No,12.1238,Category 3,250,250,50,0,4,plastic,25,0.140451774,0.12470793699999999,0.135780811,1.61e-12,0.960023046,282.4370728,97216.35156
1747,820448,2015-12-16 13:30:00,36.772608,-119.80856599999998,Fresno,Root Intrusion,Resident states he noticed spill approximately 2 days prior but assumed it was caused by the rain event.  MH was not spilling upon operator arrival and the surrounding pavement was dry.,No,,Category 2,2830,2830,2830,0,6,VCP,86,0.173637658,0.196071923,0.203200534,8.51e-20,0.93441093,273.51791380000003,101081.4609
1050,820451,2015-12-22 11:20:00,38.685359000000005,-121.780121,Yolo,Root Intrusion, ,No,18.8855,Category 3,5,5,5,0,4,Clay, ,0.236033037,0.249321252,0.240969762,1.15e-05,0.953101635,286.0411682,99967.14063
1393,820469,2015-11-02 09:15:00,38.63889722,-121.3404528,Sacramento,Debris-General, ,No,13.8157,Category 3,4,4,1,0, , , ,0.19242623399999997,0.134540722,0.13588251199999998,0.00016742900000000003,0.9028358459999999,286.4264221,100577.2969
1603,820470,2015-11-02 10:00:00,38.66193889,-121.1957611,Sacramento,Root intrusion, ,No,16.6248,Category 3,3,3,1,0, , , ,0.20243599999999998,0.17824189399999998,0.177752629,0.000139773,0.909671783,286.3888245,100177.2969
1232,820473,2015-11-02 14:00:00,38.62885,-121.39255,Sacramento,Root intrusion, ,No,14.5722,Category 3,2,2,1,0, , , ,0.23954714800000002,0.174588025,0.17099207600000002,0.000452757,0.898208439,284.93493650000005,100665.9297
1307,820475,2015-11-03 10:00:00,38.55279444,-121.36939720000001,Sacramento,Root intrusion, ,No,15.0704,Category 3,5,5,1,0, , , ,0.182207853,0.191683412,0.183713228,1.03e-08,0.895845652,280.421875,100571.6172
1421,820476,2015-11-03 08:15:00,38.58093611,-121.32320559999998,Sacramento,Root intrusion, ,No,15.4573,Category 3,29,29,29,0, , , ,0.189672366,0.18748581399999997,0.18081994399999998,1.03e-10,0.900473118,281.5020752,100346.0625
1361,820477,2015-11-03 09:00:00,38.44756667,-121.35510829999998,Sacramento,Debris-General, ,No,14.1264,Category 3,8,8,3,0, , , ,0.17848470800000002,0.180208802,0.17516830600000002,2.62e-09,0.8987753390000001,280.32617189999996,100539.6172
1224,820479,2015-11-04 10:30:00,38.60234444,-121.39618329999999,Sacramento,Root intrusion, ,No,15.2108,Category 3,27,23,25,0, , , ,0.161886021,0.183027506,0.17910099,2.7200000000000002e-08,0.899841845,280.4423828,100959.0
1149,820480,2015-11-04 14:30:00,38.40972778,-121.4534528,Sacramento,Root intrusion, ,No,13.4208,Category 3,2,2,1,0, , , ,0.191244274,0.210086495,0.20860546800000002,7.05e-14,0.895458579,280.1362305,101286.8203
1299,820508,2015-11-10 22:45:00,38.62633889,-121.3712139,Sacramento,Root intrusion, ,No,12.0395,Category 3,6,6,6,0, , , ,0.185049281,0.19732701800000002,0.19162398600000002,2.0500000000000002e-10,0.904578388,290.4153137,101847.5313
1398,820509,2015-11-11 16:00:00,38.63500278,-121.3384639,Sacramento,Other (specify),Unknown cause of stoppage,No,12.3079,Category 3,1,1,0,0, , , ,0.162329003,0.157198802,0.156902596,9.24e-28,0.90952903,279.00424189999995,102319.6484
1508,820512,2015-11-12 07:30:00,38.68505556,-121.2727861,Sacramento,Debris-General, ,No,13.564,Category 3,207,206,182,0, , , ,0.141384169,0.138985395,0.143425614,2.3400000000000003e-27,0.919595301,278.4741211,101262.2109
1439,820513,2015-11-12 12:00:00,38.58831667,-121.31615559999999,Sacramento,Root intrusion, ,No,10.4006,Category 3,7,7,5,0, , , ,0.170299292,0.198409379,0.194088072,3.03e-17,0.90741092,276.130188,101969.75
1252,820630,2015-12-29 00:00:00,37.071999999999996,-121.3854,Santa Clara,Debris-General,rain hat (inflow dish) fell into the manhole and blocked the flow,No,,Category 2,1200,1200,1000,0,8,PVC, ,0.285989046,0.299538583,0.288996518,7.25e-07,0.954294145,277.47030639999997,97382.26563
16,820653,2015-12-26 01:30:00,40.790440000000004,-124.17655,Humboldt,Debris-Rags, ,Yes,37.6914,Category 1,900,0,0,900, , , ,0.24044211199999999,0.156573445,0.22834225,1.87e-07,0.980563462,277.96719360000003,101497.875
962,820707,2015-12-15 11:30:00,37.84198,-121.99444,Contra Costa,Root Intrusion, ,No,13.129000000000001,Category 3,44,44,44,0, , , ,0.234306559,0.280264676,0.275465161,0.0,0.949448705,276.7388611,100299.4141
49,820730,2015-12-26 09:30:00,40.859079,-124.071684,Humboldt,Debris-Rags, ,No,38.4343,Category 3,2,2,0,0, , , ,0.43527319999999997,0.45748448399999997,0.446374595,7.49e-12,0.98033154,272.41125489999996,99785.67969
672,820737,2015-12-18 07:10:00,37.501670000000004,-122.26621999999999,San Mateo,Debris-General, ,Yes,0.0,Category 3,150,150,150,0, , , ,0.18171924399999997,0.240548924,0.23270890100000002,2.37e-08,0.9571177359999999,280.01461789999996,100818.375
643,820738,2015-12-25 11:52:00,37.90225,-122.28251999999999,Contra Costa,Debris-General, ,No,27.2927,Category 3,42,42,42,0, , , ,0.22804890600000002,0.220377803,0.228676468,1.42e-06,0.957349718,278.36779789999997,100943.2891
683,820739,2015-12-24 08:15:00,37.49501,-122.26238000000001,San Mateo,Debris-General, ,Yes,34.2406,Category 3,280,280,260,0, , , ,0.264616758,0.294102818,0.280267745,2.05e-06,0.9580454829999999,280.32250980000003,100285.9766
942,820751,2016-01-05 00:00:00,36.97245,-122.03081999999999,Santa Cruz,Debris-Rags, ,Yes,7.4296,Category 1,50,0,0,50,6,vcp, ,0.35043025,0.36471226799999995,0.350313187,2.0300000000000002e-05,0.961500943,284.5952454,99357.03125
1003,820755,2015-12-14 18:35:00,37.321979999999996,-121.89316000000001,Santa Clara,Pipe Structural Problem/Failure,The area has little slope and the pipe has a reverse direction of flow.  There is a project planned to remove this section of the pipe as part of an overall area improvement.,No,16.0353,Category 3,680,70,680,0, , , ,0.243379712,0.27759334399999996,0.2691755,0.0,0.951559067,284.1061096,98275.61719
247,820757,2016-01-06 08:07:00,37.59531,-122.50273,San Mateo,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,36.3109,Category 1,91100,0,0,91100,27,VCP,30,0.282859832,0.267027974,0.253387362,4.2499999999999996e-05,0.9626715779999999,283.76531980000004,100450.5703
1911,820781,2016-01-04 00:00:00,33.528808000000005,-117.601772,Orange,"Rainfall Exceeded Design, I and I (Separate CS Only)",New tract. Manhole was being used as a collection point and we were removing moving fluids by vactor daily. Heavy rain infiltrating from a upstream construction site overwhelmed system.,Yes,0.0,Category 3,100,100,75,0,8,PVC,0,0.12430194800000001,0.19519083199999998,0.194378883,3.3799999999999996e-11,0.957130015,284.4013672,98498.36719
1922,820787,2016-01-06 00:00:00,33.248056,-117.331111,San Diego,Other (specify below),Partial grease stoppage with heavy infiltration from rain event.,Yes,,Category 2,3600,3600,0,0,12,VCP,46,0.258789897,0.22059141100000002,0.21542044,2.1600000000000003e-05,0.960240483,285.1139832,98974.26563
1971,820788,2016-01-05 00:00:00,32.77618,-117.05586000000001,San Diego,"Rainfall Exceeded Design, I and I (Separate CS Only)", ,Yes,1.7712,Category 3,200,200,0,0,10, , ,0.233914137,0.273037463,0.268159866,1.6100000000000003e-07,0.9514911770000001,286.24172969999995,98213.03125
167,820798,2016-01-05 12:00:00,37.900605,-122.55561000000002,Marin,Root Intrusion, ,No,24.66,Category 3,25,25,0,0,6,VCP, ,0.352770746,0.298471928,0.283075869,0.000380278,0.9631907940000001,283.71020510000005,99450.73438
478,820806,2015-12-16 08:05:00,37.518333,-122.335278,San Mateo,Other (specify below),Roots and toilet paper,No,11.9651,Category 3,96,0,96,0, , , ,0.173950717,0.23475709600000003,0.227335542,1.2500000000000001e-21,0.9581328029999999,278.45898439999996,101288.2188
1801,820807,2016-01-07 09:30:00,34.017177000000004,-118.42562,Los Angeles,Debris-General, ,No,50.6066,Category 1,1230,0,0,1230,8,VCP,74,0.261048228,0.22632752399999997,0.22433029100000001,8.06e-05,0.9535919429999999,282.15078739999996,99551.48438
90,820809,2016-01-06 16:45:00,38.28438,-122.66611,Sonoma,Flow Exceeded Capacity (Separate CS Only), ,Yes,62.0721,Category 1,4230,230,10,4000,10,ACP, ,0.39556652299999995,0.37209293200000004,0.355600268,0.000319719,0.964120924,282.34088130000004,99016.59375
612,820811,2015-12-15 11:00:00,38.31811,-122.29546,Napa,Root Intrusion, ,No,13.2843,Category 3,5,5,0,0,4,ACP,38,0.214531168,0.248892605,0.24391,0.0,0.953843236,277.1080017,100635.4141
89,820817,2016-01-06 22:30:00,38.283429999999996,-122.66625,Sonoma,Flow Exceeded Capacity (Separate CS Only), ,Yes,65.7896,Category 2,2025,2025,25,0,4,acp, ,0.39424067700000004,0.38169345299999996,0.36213246,8.809999999999999e-05,0.964354753,283.09088130000004,99028.39063
1136,820824,2016-01-05 10:51:00,38.55169,-121.47108999999999,Sacramento,Debris-General, ,Yes,28.2978,Category 3,10,10,10,0, , , ,0.291913688,0.280137181,0.276196808,0.000518322,0.9490357640000001,283.09741210000004,100276.5703
1156,820825,2016-01-05 13:06:00,38.574740000000006,-121.44416000000001,Sacramento,Debris from Lateral, ,Yes,,Category 3,668,668,668,0, , , ,0.294543207,0.234079838,0.227839053,0.0007128719999999999,0.94976306,282.9953613,100074.7344
226,820841,2016-01-06 10:00:00,37.975605,-122.51207600000001,Marin,Debris-General,Gravel and Grit,Yes,,Category 1,36325,0,0,36325,6,vcp, ,0.327130765,0.279987842,0.273521781,0.00057745,0.9631546740000001,282.5268555,99556.1875
472,820848,2016-01-05 00:00:00,40.57094,-122.33945,Shasta,"Rainfall Exceeded Design, I and I (Separate CS Only)","The area received nearly 2 inches of rain during the night before and morning of this spill. Inflow and infiltration of this storm water surchaged the collection system, causing a discharge at this low point in the line.",Yes,,Category 1,5550,0,0,5550,8,VCP,45,0.36715388299999996,0.330898792,0.336275101,0.00024062400000000002,0.9532001609999999,276.1020813,96269.03125
80,820870,2016-01-07 17:30:00,38.399159999999995,-122.82225,Sonoma,Debris-Rags, ,No,72.2393,Category 3,225,225,225,0,8,VCP,27,0.33390218,0.32377764600000003,0.307877332,3.7700000000000005e-07,0.9655445220000001,278.87185669999997,100189.5625
1363,820877,2016-01-08 00:00:00,38.6769,-121.35484699999999,Sacramento,Debris-General, ,No,39.1092,Category 1,673,36,673,637, , , ,0.20690015,0.19043299600000002,0.198873818,1.37e-07,0.953077912,280.7129211,100941.6484
870,820898,2016-01-08 00:00:00,37.43606,-122.112697,Santa Clara,Root Intrusion, ,No,42.6744,Category 3,65,65,65,0, , , ,0.379324466,0.428714246,0.389181435,1.12e-07,0.95991385,280.1069641,99317.64844
1950,820915,2016-01-05 00:00:00,32.80677,-117.19353000000001,San Diego,Natural Disaster,A section of 15 inch pipe was broken off due to unprecedented flooding and significant erosion as a result of the recent El Nino storm.,Yes,1.6112,Category 1,6750734,0,188640,6750734,15,VC, ,0.163601637,0.19985632600000003,0.195711136,7.54e-08,0.954420865,287.16360469999995,99893.03125
1620,820917,2016-01-10 10:08:00,38.671414,-121.159481,Sacramento,Grease Deposition (FOG),"On arrival, city clean out located at 706 East Bidwell st was overflowing on the street and gutter line into the storm drain system.  City crew estimated the overflow amount at 200 gallons.   City crew isolated the overflow and cleared the problem.  Grease build up in the lateral cause the problem.  The service lateral also has a slight sag in the line that will need repair.  City crew disinfected the overflow area and cleaned out storm drain system, three DI sumps down stream, there was no evidence of the overflow.  The last DI checked was dry.  Estimated 5 gallon loss due to saturation into the parking lot and gutter line.",No,7.1588,Category 3,200,170,225,0,4,PVC, ,0.21873125399999999,0.213974848,0.23077476,4.6e-06,0.9585952759999999,280.47842410000004,100108.5156
1844,820924,2016-01-10 13:30:00,34.193391999999996,-118.237875,Los Angeles,Debris from Lateral,Operator noted some root material in tailing water during stoppage relief. Post stoppage CCTV inspection showed no evidence of root in-growth within 50 ft. downstream of location where operator reported relieving stoppage (436 ft. from downstream manhole # 060484). Root material may have come from private lateral cleaning work upstream in the system.,No,13.417,Category 1,275,116,116,159,8,VCP,88,0.184990719,0.19095033399999997,0.200370789,7.37e-07,0.948824525,278.1420593,95476.46875
944,820931,2015-12-23 15:00:00,37.31643,-122.02965,Santa Clara,Root Intrusion, ,No,28.5568,Category 3,17,17,17,0, , , ,0.241364062,0.257113546,0.23923838100000003,5.3299999999999996e-09,0.9565603140000001,281.83117680000004,98578.92188
1847,820933,2016-01-08 10:35:00,34.20364,-118.23262,Los Angeles,Other (specify below),Poorly quality-controlled lateral lining job for private lateral serving 3520 Las Palmas Avenue.  The liner was protruding about 2.5 feet into the sewer main line and caused a blockage in the same.,No,57.1523,Category 3,350,350,0,0,8,VCP,87,0.225540414,0.197025433,0.20156373100000002,3.7999999999999996e-08,0.948667943,275.61187739999997,94817.82813
161,820935,2016-01-07 00:00:00,37.905429,-122.55916100000002,Marin,Root Intrusion, ,No,51.5537,Category 3,605,605,20,0,6, , ,0.328971148,0.314853996,0.298089772,3.570000000000001e-05,0.963373065,281.4310608,99782.07813
213,820936,2016-01-08 00:00:00,37.900631,-122.52937800000001,Marin,Root Intrusion, ,No,50.3097,Category 3,60,60,30,0, , , ,0.319632083,0.318240613,0.302267373,1.5e-08,0.9633318190000001,280.8330383,100717.6484
196,820964,2016-01-07 06:00:00,38.073614,-122.54026100000002,Marin,Pipe Structural Problem/Failure, ,No,56.5013,Category 3,60,60,30,0,21,CMP,61,0.383001894,0.356511384,0.344146967,0.0003407,0.963118613,280.2195129,99528.67188
1777,820970,2016-01-09 11:44:00,34.03687337,-118.8418545,Los Angeles,Other (specify below),Roots,No,37.5589,Category 1,200,0,0,200, , , ,0.176064566,0.19916985899999998,0.203501612,3.83e-12,0.957171619,279.8199768,100625.3438
1716,820972,2015-12-25 11:30:00,37.36079,-120.59573,Merced,Pump Station Failure-Power, ,No,19.1502,Category 3,540,540,540,0, , , ,0.187643632,0.061991572,0.109963089,3.4399999999999997e-09,0.947339952,274.3043213,100943.2891
1793,821014,2016-01-07 06:30:00,34.081618,-118.455425,Los Angeles,Debris-General, ,No,52.7176,Category 2,5982,5982,0,0,8,VCP,88,0.257635683,0.22601822,0.223419443,0.000125289,0.952132285,281.1894836,98168.67188
1633,821052,2015-12-23 11:40:00,38.90405,-121.07824,Placer,Pipe Structural Problem/Failure, ,No,57.5167,Category 3,200,200,100,0, , , ,0.287231654,0.261513889,0.26677686,1.4499999999999998e-05,0.959237695,279.1179504,96124.96875
431,821058,2016-01-13 00:00:00,40.596133,-122.356874,Shasta,Other (specify below),Blockage caused by large amount of rags hung up on roots.,No,28.695,Category 1,10500,1000,1000,9500,10,ABS,36,0.42074120000000004,0.418557167,0.42914483,4.13e-05,0.951651275,279.133606,96215.00781
450,821073,2016-01-18 22:17:00,37.5364,-122.35145,San Mateo,Debris-General,Debris caused the manhole to surcharge. Will CCTV when the weather calms down.,No,33.0403,Category 1,5900,0,0,5900,6,VCP,44,0.325780451,0.330243409,0.310180485,3.77e-08,0.963428795,287.3709717,101047.7813
